ville,quartier,type_bien,etat,superficie,chambres,salles_bain,etage,age,ascenseur,parking,piscine,jardin,securite,prix,prix_m2,date_mise_en_vente
Agadir,Sonaba,Villa,À rénover,276,3,2,0,42,False,True,True,True,True,1144413,4146,2024-09-16
Agadir,Centre,Villa,En construction,372,4,1,0,0,False,True,True,True,True,3608781,9701,2024-11-19
Tanger,Cap Spartel,Maison,Bon état,191,3,3,0,3,False,True,False,True,True,1733779,9077,2025-01-25
Oujda,Angad,Villa,Bon état,397,4,1,0,10,True,True,True,True,True,2985521,7520,2024-09-28
Rabat,Agdal,Villa,En construction,247,3,3,0,0,False,False,True,True,True,3766240,15247,2024-10-05
Oujda,Angad,Terrain,Neuf,1860,0,0,0,0,False,False,False,False,False,8211130,4414,2024-11-02
Rabat,Hassan,Villa,En construction,408,5,2,0,0,False,True,True,True,True,3105141,7610,2024-10-25
Agadir,Talborjt,Maison,À rénover,192,5,1,0,22,False,False,False,False,True,978314,5095,2024-12-14
Tanger,Malabata,Terrain,Neuf,1551,0,0,0,0,False,True,False,False,False,13086071,8437,2024-09-18
Marrakech,Palmeraie,Villa,À rénover,232,1,1,0,10,False,False,True,False,True,1894800,8167,2024-11-11
Casablanca,Ain Diab,Villa,Bon état,187,1,1,0,24,False,True,True,True,False,1850148,9893,2024-10-24
Oujda,Angad,Local commercial,Neuf,46,0,0,0,0,False,True,False,False,False,421658,9166,2025-02-17
Rabat,Agdal,Riad,Bon état,393,2,1,0,13,False,True,True,True,False,5518842,14042,2025-03-06
Marrakech,Amerchich,Villa,Bon état,432,3,3,0,5,False,True,False,True,True,6829777,15809,2025-01-19
Meknès,Marjane,Terrain,Neuf,1082,0,0,0,0,False,False,False,False,True,5394413,4985,2024-09-26
Rabat,Hay Riad,Terrain,En construction,1183,0,0,0,0,False,True,False,False,True,10376432,8771,2024-12-17
Agadir,Centre,Terrain,En construction,748,0,0,0,0,False,True,False,False,False,5479545,7325,2024-12-24
Meknès,Hamria,Maison,Neuf,143,3,2,0,0,False,False,False,True,True,1651297,11547,2024-09-26
Agadir,Sonaba,Riad,À rénover,366,5,3,0,27,False,True,False,True,True,1445640,3949,2024-11-01
Casablanca,Racine,Villa,Neuf,163,4,4,0,0,False,True,True,True,False,2741312,16817,2024-12-08
Agadir,Founty,Maison,Bon état,214,5,4,0,31,False,True,False,True,False,1058574,4946,2024-09-30
Meknès,Marjane,Riad,En construction,255,3,2,0,0,False,True,True,True,True,1878034,7364,2024-11-07
Oujda,Angad,Terrain,Neuf,287,0,0,0,0,False,True,False,False,False,2625078,9146,2025-02-04
Fès,Ville Nouvelle,Appartement,Bon état,162,4,2,11,31,False,False,False,False,False,859851,5307,2025-02-11
Fès,Médina,Maison,Neuf,221,1,1,0,0,False,False,False,True,True,2018030,9131,2024-12-20
Fès,Ville Nouvelle,Villa,En construction,338,5,4,0,0,False,False,True,True,True,2241311,6631,2024-11-24
Rabat,Hay Riad,Local commercial,À rénover,416,0,0,0,2,False,False,False,False,False,4341333,10435,2024-09-29
Meknès,Hamria,Appartement,Neuf,133,3,1,11,0,True,True,False,False,False,1175250,8836,2024-12-27
Meknès,Centre Ville,Local commercial,À rénover,313,0,0,0,28,False,False,False,False,False,597266,1908,2025-01-11
Rabat,Agdal,Appartement,Neuf,138,5,3,14,0,False,False,False,False,False,2506746,18164,2024-11-14
Oujda,Hay El Qods,Terrain,Neuf,1552,0,0,0,0,False,True,False,False,True,9496956,6119,2025-01-25
Marrakech,Hivernage,Maison,Bon état,221,5,4,0,7,False,True,False,True,True,2849243,12892,2025-01-31
Casablanca,Anfa,Terrain,À rénover,901,0,0,0,41,False,False,False,False,False,3218245,3571,2025-02-21
Oujda,Centre Ville,Appartement,Neuf,158,5,1,5,0,True,True,False,False,True,1111120,7032,2024-12-26
Oujda,Angad,Villa,En construction,281,1,1,0,0,False,True,True,True,True,2386164,8491,2024-09-29
Meknès,Hamria,Villa,Bon état,483,3,2,0,21,False,True,True,True,True,3617093,7488,2024-12-18
Rabat,Souissi,Local commercial,En construction,197,0,0,0,0,False,False,False,False,False,2292529,11637,2025-01-01
Marrakech,Palmeraie,Villa,À rénover,484,2,2,0,40,False,True,True,True,True,2336622,4827,2024-10-31
Agadir,Founty,Terrain,Neuf,359,0,0,0,0,False,False,False,False,False,2841964,7916,2025-02-10
Rabat,Les Orangers,Maison,En construction,271,6,3,0,0,False,False,False,True,False,3164657,11677,2024-10-17
Tanger,Boukhalef,Local commercial,En construction,263,0,0,0,0,False,False,False,False,False,2136586,8123,2024-10-10
Fès,Médina,Appartement,Neuf,98,4,4,11,0,True,False,False,False,True,571357,5830,2024-12-18
Agadir,Talborjt,Terrain,À rénover,712,0,0,0,12,False,False,False,False,True,2412762,3388,2024-10-05
Agadir,Centre,Villa,Neuf,409,3,3,0,0,False,False,True,True,True,4000692,9781,2025-01-13
Casablanca,Ain Diab,Villa,Bon état,196,5,3,0,26,False,True,True,True,False,1996695,10187,2024-12-27
Rabat,Souissi,Riad,À rénover,224,2,2,0,41,False,False,False,True,True,1055643,4712,2025-02-21
Fès,Médina,Appartement,Bon état,106,5,3,7,18,True,True,False,False,True,630508,5948,2025-03-04
Fès,Médina,Appartement,En construction,159,5,3,2,0,False,False,True,False,True,1060277,6668,2025-02-23
Casablanca,Racine,Appartement,En construction,122,3,2,3,0,False,True,False,False,False,1710624,14021,2025-01-15
Marrakech,Hivernage,Local commercial,Bon état,425,0,0,0,46,False,True,False,False,True,1973323,4643,2025-01-04
Rabat,Agdal,Maison,Neuf,291,4,2,0,0,False,True,True,True,True,3199455,10994,2024-10-09
Fès,Atlas,Appartement,À rénover,127,4,1,3,11,False,True,False,False,False,588038,4630,2025-01-01
Agadir,Centre,Villa,Neuf,263,6,4,0,0,False,False,True,True,True,4777030,18163,2025-02-09
Oujda,Centre Ville,Local commercial,À rénover,44,0,0,0,20,False,True,False,False,False,152519,3466,2025-02-11
Meknès,Marjane,Local commercial,En construction,310,0,0,0,0,False,True,False,False,False,3010044,9709,2024-11-05
Casablanca,CIL,Local commercial,En construction,456,0,0,0,0,False,False,False,False,True,8905969,19530,2024-09-16
Meknès,Centre Ville,Riad,Neuf,385,5,2,0,0,False,False,True,True,True,3317135,8615,2025-02-01
Tanger,Centre Ville,Appartement,Neuf,149,4,3,6,0,False,True,False,False,True,812722,5454,2025-02-19
Tanger,Malabata,Riad,Bon état,330,2,1,0,20,False,True,False,True,True,2626290,7958,2024-11-25
Meknès,Plaisance,Maison,Bon état,139,3,2,0,42,False,True,False,False,False,600247,4318,2025-02-09
Marrakech,Médina,Local commercial,En construction,492,0,0,0,0,False,False,False,False,True,6334527,12875,2024-09-18
Casablanca,Anfa,Villa,En construction,269,4,1,0,0,False,True,True,True,False,5163894,19196,2025-01-19
Rabat,Agdal,Terrain,Bon état,960,0,0,0,15,False,True,False,False,True,8875405,9245,2025-03-05
Meknès,Centre Ville,Terrain,Neuf,821,0,0,0,0,False,False,False,False,True,4718911,5747,2024-10-11
Oujda,Hay Essalam,Villa,En construction,178,4,3,0,0,False,True,True,True,True,1307567,7345,2024-11-05
Tanger,Malabata,Maison,Bon état,193,3,3,0,11,False,False,False,True,True,2744520,14220,2025-01-26
Rabat,Agdal,Maison,Neuf,139,5,2,0,0,False,True,False,True,False,2220776,15976,2025-01-14
Meknès,Hamria,Villa,Bon état,207,1,1,0,7,False,False,True,True,False,1153632,5573,2025-02-05
Tanger,Malabata,Appartement,En construction,144,5,2,5,0,True,True,False,False,True,1392626,9671,2025-02-12
Rabat,Les Orangers,Riad,À rénover,367,2,2,0,35,True,True,True,True,False,2727989,7433,2024-12-09
Tanger,Cap Spartel,Maison,Bon état,243,1,1,0,27,False,True,False,True,False,1645736,6772,2024-12-23
Oujda,Hay El Qods,Maison,À rénover,148,3,1,0,17,False,False,False,True,True,554966,3749,2025-01-29
Agadir,Sonaba,Appartement,Neuf,109,5,3,8,0,False,True,True,False,False,884878,8118,2024-10-29
Casablanca,Maarif,Villa,Bon état,274,5,2,0,44,False,True,True,True,True,3104883,11331,2024-11-24
Tanger,Centre Ville,Maison,En construction,159,4,4,0,0,False,True,False,True,False,1092504,6871,2025-02-18
Fès,Atlas,Appartement,Bon état,194,4,1,3,42,True,False,False,False,True,663740,3421,2025-02-01
Rabat,Hay Riad,Villa,En construction,379,3,3,0,0,False,True,True,True,True,4467587,11787,2024-10-09
Tanger,Malabata,Terrain,En construction,619,0,0,0,0,False,True,False,False,False,5618587,9076,2024-12-08
Marrakech,Amerchich,Villa,Neuf,428,1,1,0,0,False,True,True,True,False,10290278,24042,2024-10-27
Marrakech,Médina,Maison,En construction,208,5,2,0,0,False,False,False,True,True,1203001,5783,2024-09-18
Meknès,Plaisance,Riad,Bon état,233,2,2,0,35,False,True,False,True,False,1539737,6608,2025-01-19
Tanger,Centre Ville,Terrain,En construction,862,0,0,0,0,False,False,False,False,True,5783497,6709,2024-09-25
Agadir,Founty,Maison,Neuf,211,5,1,0,0,False,True,True,True,True,2455720,11638,2024-11-10
Rabat,Hay Riad,Riad,Bon état,233,4,2,0,37,False,True,True,True,True,1765506,7577,2024-10-26
Marrakech,Gueliz,Terrain,À rénover,1164,0,0,0,22,False,True,False,False,False,5824543,5003,2024-11-29
Fès,Médina,Maison,En construction,295,2,2,0,0,False,True,False,True,False,1846960,6260,2024-11-17
Tanger,Malabata,Terrain,À rénover,994,0,0,0,29,False,True,False,False,True,3402008,3422,2025-02-25
Fès,Route Immouzer,Villa,En construction,354,2,2,0,0,False,True,True,True,False,2051641,5795,2025-01-03
Casablanca,Ain Diab,Riad,En construction,136,5,1,0,0,False,True,False,True,True,1830722,13461,2024-10-09
Marrakech,Médina,Riad,À rénover,123,3,3,0,14,False,True,True,True,True,648083,5268,2024-10-27
Fès,Atlas,Villa,Bon état,231,5,2,0,40,True,False,False,True,False,1507305,6525,2025-01-03
Casablanca,Anfa,Terrain,Neuf,444,0,0,0,0,False,False,False,False,True,5640049,12702,2025-02-08
Casablanca,Maarif,Appartement,Bon état,187,3,3,3,23,False,False,False,False,True,1745291,9333,2025-02-23
Meknès,Centre Ville,Villa,Bon état,409,6,2,0,24,False,False,True,True,False,1257920,3075,2025-02-14
Marrakech,Gueliz,Maison,En construction,110,3,3,0,0,False,True,False,True,False,1384937,12590,2024-12-08
Marrakech,Médina,Local commercial,En construction,264,0,0,0,0,False,True,False,False,True,2527101,9572,2025-01-27
Casablanca,CIL,Appartement,Bon état,178,2,2,3,36,False,False,False,False,True,1249408,7019,2024-12-07
Fès,Médina,Terrain,En construction,1380,0,0,0,0,False,False,False,False,False,7325920,5308,2025-01-27
Rabat,Hay Riad,Riad,Bon état,306,6,3,0,36,False,True,True,True,True,2860566,9348,2025-01-16
Meknès,Centre Ville,Riad,À rénover,101,2,2,0,9,False,True,True,True,True,534436,5291,2024-11-22
Tanger,Centre Ville,Riad,Neuf,182,6,2,0,0,False,True,False,True,True,2598150,14275,2025-02-19
Oujda,Hay El Qods,Villa,Neuf,252,5,1,0,0,True,False,True,True,False,2086323,8279,2025-02-26
Fès,Médina,Local commercial,Bon état,133,0,0,0,32,False,True,False,False,True,470641,3538,2025-03-03
Meknès,Centre Ville,Terrain,Bon état,1328,0,0,0,21,False,False,False,False,True,5105000,3844,2025-01-24
Meknès,Plaisance,Riad,Bon état,193,5,2,0,26,False,False,True,True,True,1438436,7453,2024-11-23
Oujda,Hay Essalam,Appartement,Bon état,151,1,1,5,15,False,True,False,False,True,631490,4182,2025-01-29
Meknès,Plaisance,Local commercial,Bon état,272,0,0,0,38,False,True,False,False,True,1295835,4764,2025-02-20
Oujda,Centre Ville,Appartement,Neuf,58,4,2,5,0,True,True,True,False,True,330018,5689,2024-12-10
Agadir,Centre,Terrain,Neuf,642,0,0,0,0,False,False,False,False,True,3484794,5428,2025-02-21
Oujda,Hay Essalam,Local commercial,À rénover,374,0,0,0,49,False,True,False,False,True,1115694,2983,2025-03-06
Casablanca,Racine,Local commercial,En construction,349,0,0,0,0,False,False,False,False,True,3118308,8934,2025-01-10
Rabat,Souissi,Terrain,Bon état,1065,0,0,0,28,False,True,False,False,True,6401564,6010,2024-12-25
Rabat,Hay Riad,Riad,En construction,112,1,1,0,0,False,True,True,True,True,1310647,11702,2025-02-11
Rabat,Agdal,Local commercial,Bon état,66,0,0,0,1,False,False,False,False,True,683192,10351,2024-12-01
Meknès,Marjane,Villa,En construction,245,6,2,0,0,False,True,True,False,False,1605570,6553,2024-11-25
Meknès,Marjane,Terrain,À rénover,1601,0,0,0,37,False,True,False,False,False,5389930,3366,2024-09-15
Fès,Ville Nouvelle,Local commercial,Neuf,301,0,0,0,0,False,False,False,False,False,2819295,9366,2024-11-22
Oujda,Hay Essalam,Appartement,Neuf,50,3,3,13,0,True,False,False,False,True,401732,8034,2025-01-14
Casablanca,Racine,Local commercial,Bon état,485,0,0,0,33,False,True,False,False,False,5748928,11853,2024-09-09
Agadir,Talborjt,Riad,En construction,188,4,2,0,0,False,True,False,True,False,1798412,9566,2024-11-14
Fès,Route Immouzer,Maison,À rénover,163,2,2,0,28,False,True,False,True,True,806097,4945,2024-09-30
Casablanca,CIL,Maison,Bon état,85,6,3,0,40,False,False,False,True,False,555169,6531,2024-09-24
Fès,Route Immouzer,Terrain,À rénover,572,0,0,0,14,False,True,False,False,True,2491373,4355,2024-12-18
Meknès,Marjane,Riad,Neuf,116,3,1,0,0,False,True,True,False,False,921716,7945,2024-10-09
Meknès,Hamria,Appartement,Neuf,139,2,1,14,0,True,True,False,False,True,1171283,8426,2024-09-20
Rabat,Hassan,Terrain,À rénover,988,0,0,0,44,False,False,False,False,False,3409917,3451,2024-10-19
Marrakech,Hivernage,Local commercial,À rénover,419,0,0,0,49,False,False,False,False,True,1726836,4121,2025-01-09
Marrakech,Médina,Villa,À rénover,268,6,3,0,3,False,False,False,True,True,2517987,9395,2024-12-08
Meknès,Hamria,Riad,À rénover,384,2,2,0,17,False,True,True,True,True,1955877,5093,2024-09-24
Marrakech,Amerchich,Local commercial,Bon état,449,0,0,0,45,False,True,False,False,True,4367267,9726,2024-09-22
Agadir,Founty,Appartement,À rénover,193,1,1,3,3,True,True,False,False,True,1127820,5843,2025-02-16
Casablanca,Anfa,Maison,En construction,159,5,2,0,0,False,True,True,True,True,1546926,9729,2025-01-29
Fès,Atlas,Villa,Neuf,304,6,4,0,0,False,True,False,True,True,1709008,5621,2024-10-27
Fès,Médina,Riad,À rénover,161,1,1,0,46,False,False,True,True,True,683381,4244,2024-10-05
Meknès,Marjane,Terrain,À rénover,1149,0,0,0,14,False,True,False,False,True,3294788,2867,2024-09-12
Rabat,Souissi,Terrain,À rénover,1891,0,0,0,3,False,True,False,False,False,9879958,5224,2024-09-12
Oujda,Angad,Riad,En construction,226,2,2,0,0,False,True,True,True,True,1421033,6287,2024-10-31
Tanger,Boukhalef,Local commercial,Bon état,52,0,0,0,15,False,False,False,False,False,422021,8115,2025-02-02
Fès,Route Immouzer,Maison,Bon état,189,5,3,0,35,False,False,False,True,True,1035438,5478,2025-02-01
Fès,Route Immouzer,Local commercial,Neuf,52,0,0,0,0,False,True,False,False,True,506711,9744,2024-12-07
Fès,Médina,Maison,À rénover,190,4,1,0,12,False,True,False,True,True,894809,4709,2024-09-08
Marrakech,Hivernage,Maison,En construction,108,1,1,0,0,False,True,False,True,False,1143353,10586,2024-12-12
Casablanca,Anfa,Maison,En construction,129,2,2,0,0,False,True,False,True,True,1960197,15195,2024-11-16
Casablanca,Racine,Maison,En construction,132,3,2,0,0,True,True,True,True,True,2138851,16203,2025-01-14
Fès,Route Immouzer,Maison,Bon état,85,2,1,0,17,False,False,False,False,False,678404,7981,2025-02-13
Agadir,Sonaba,Maison,À rénover,136,3,1,0,7,False,False,False,True,False,570732,4196,2025-01-07
Rabat,Les Orangers,Local commercial,À rénover,484,0,0,0,37,False,False,False,False,True,2667686,5511,2024-11-06
Rabat,Agdal,Maison,Neuf,197,3,1,0,0,False,True,False,True,True,2736192,13889,2024-09-23
Marrakech,Médina,Terrain,En construction,802,0,0,0,0,False,False,False,False,True,3224313,4020,2024-12-22
Casablanca,Gauthier,Local commercial,En construction,53,0,0,0,0,False,True,False,False,False,544111,10266,2024-12-16
Meknès,Plaisance,Villa,Neuf,381,2,2,0,0,False,False,False,True,True,4931459,12943,2024-10-20
Oujda,Centre Ville,Maison,Bon état,259,2,2,0,49,False,True,False,True,True,1131146,4367,2024-11-24
Meknès,Centre Ville,Local commercial,Bon état,415,0,0,0,30,False,False,False,False,True,2390279,5759,2024-09-25
Tanger,Centre Ville,Riad,À rénover,258,1,1,0,38,False,True,True,True,True,1453457,5633,2025-02-26
Tanger,Cap Spartel,Villa,À rénover,332,4,4,0,36,False,True,True,True,True,1584530,4772,2024-12-07
Marrakech,Gueliz,Maison,En construction,84,3,3,0,0,False,True,True,True,True,1248380,14861,2024-10-12
Fès,Ville Nouvelle,Maison,Bon état,286,1,1,0,47,False,True,False,True,True,1470716,5142,2025-02-15
Casablanca,CIL,Villa,Neuf,414,3,3,0,0,False,False,True,True,True,7605208,18370,2024-12-22
Oujda,Hay El Qods,Terrain,À rénover,788,0,0,0,45,False,True,False,False,True,907556,1151,2024-12-03
Oujda,Angad,Local commercial,En construction,376,0,0,0,0,False,False,False,False,True,2898302,7708,2025-03-02
Rabat,Hassan,Maison,Neuf,84,2,2,0,0,False,False,False,True,True,1021352,12158,2024-11-08
Casablanca,Ain Diab,Riad,Bon état,173,2,2,0,22,False,True,False,True,False,2573456,14875,2024-10-06
Oujda,Hay Essalam,Maison,Bon état,97,2,1,0,32,False,True,False,True,False,376163,3877,2024-11-14
Meknès,Hamria,Terrain,Neuf,1426,0,0,0,0,False,True,False,False,False,10701508,7504,2025-01-05
Oujda,Hay El Qods,Terrain,Bon état,1860,0,0,0,40,False,True,False,False,True,4583396,2464,2025-02-18
Oujda,Centre Ville,Villa,Neuf,218,3,3,0,0,False,True,True,True,True,1754008,8045,2025-01-07
Rabat,Hay Riad,Villa,Neuf,375,6,3,0,0,False,False,True,True,True,7599099,20264,2024-12-17
Casablanca,Anfa,Appartement,Neuf,98,1,1,9,0,False,False,False,False,True,1967337,20074,2025-01-04
Fès,Ville Nouvelle,Riad,À rénover,386,5,3,0,19,False,False,True,True,True,1790020,4637,2024-09-21
Agadir,Centre,Villa,Neuf,234,2,2,0,0,False,True,False,True,True,4678067,19991,2025-02-15
Rabat,Hassan,Terrain,Bon état,1086,0,0,0,6,False,True,False,False,True,7272074,6696,2024-12-11
Marrakech,Amerchich,Villa,Bon état,420,6,3,0,45,False,True,False,True,True,3708553,8829,2024-10-22
Marrakech,Médina,Local commercial,À rénover,311,0,0,0,8,False,True,False,False,False,1358455,4368,2024-09-15
Oujda,Hay El Qods,Maison,À rénover,297,3,3,0,46,False,False,False,True,True,591183,1990,2024-10-11
Tanger,Malabata,Villa,Neuf,160,5,3,0,0,True,False,True,True,True,2209565,13809,2024-09-08
Marrakech,Palmeraie,Appartement,En construction,52,2,1,12,0,True,False,True,False,True,462169,8887,2025-02-21
Casablanca,CIL,Riad,Neuf,324,2,2,0,0,True,True,True,False,True,6366000,19648,2024-10-10
Fès,Route Immouzer,Terrain,Bon état,349,0,0,0,44,False,True,False,False,True,1110511,3181,2024-12-26
Rabat,Les Orangers,Riad,Bon état,255,2,2,0,39,False,True,True,True,True,2914278,11428,2025-02-10
Meknès,Marjane,Maison,À rénover,137,2,1,0,15,False,True,False,True,True,615757,4494,2024-10-04
Agadir,Centre,Maison,Neuf,137,5,2,0,0,False,True,False,True,True,1066176,7782,2024-09-11
Fès,Atlas,Maison,À rénover,147,5,3,0,8,False,True,False,True,False,578651,3936,2025-02-06
Tanger,Cap Spartel,Local commercial,En construction,69,0,0,0,0,False,False,False,False,False,614717,8908,2024-12-08
Rabat,Les Orangers,Villa,Bon état,458,1,1,0,30,False,True,True,True,True,4230405,9236,2024-11-07
Casablanca,Bourgogne,Appartement,Neuf,101,5,4,12,0,True,True,False,False,True,1520139,15050,2024-11-29
Casablanca,Anfa,Riad,À rénover,389,6,1,0,43,False,True,True,True,False,3137198,8064,2025-02-05
Agadir,Talborjt,Appartement,Bon état,115,5,1,7,14,True,True,False,False,True,515623,4483,2025-01-24
Oujda,Centre Ville,Appartement,En construction,173,4,4,6,0,False,True,False,True,False,881249,5093,2024-09-14
Tanger,Boukhalef,Villa,En construction,453,2,2,0,0,False,True,True,True,True,5662268,12499,2025-01-03
Tanger,Boukhalef,Villa,Neuf,201,4,4,0,0,False,False,True,True,True,2502619,12450,2024-12-08
Fès,Atlas,Maison,À rénover,296,4,2,0,31,False,True,False,True,True,1340207,4527,2025-02-16
Agadir,Sonaba,Local commercial,Neuf,76,0,0,0,0,False,True,False,False,False,661446,8703,2024-10-11
Rabat,Hay Riad,Local commercial,En construction,347,0,0,0,0,False,True,False,False,True,5952645,17154,2025-01-09
Oujda,Hay Essalam,Riad,En construction,376,1,1,0,0,False,False,False,True,False,2556002,6797,2025-01-28
Agadir,Centre,Appartement,Bon état,46,1,1,1,44,False,True,True,False,True,143501,3119,2024-10-20
Rabat,Souissi,Appartement,En construction,199,4,2,14,0,True,True,False,False,True,2520818,12667,2024-09-26
Casablanca,Maarif,Local commercial,À rénover,152,0,0,0,30,False,False,False,False,False,1128836,7426,2024-09-29
Rabat,Agdal,Local commercial,En construction,492,0,0,0,0,False,False,False,False,True,7118035,14467,2025-01-18
Oujda,Centre Ville,Terrain,En construction,303,0,0,0,0,False,True,False,False,True,936463,3090,2025-01-30
Agadir,Sonaba,Riad,En construction,356,3,1,0,0,False,False,True,True,True,2580659,7249,2024-10-18
Meknès,Centre Ville,Local commercial,À rénover,497,0,0,0,34,False,False,False,False,False,2141153,4308,2024-09-11
Marrakech,Médina,Villa,Bon état,163,5,3,0,11,False,True,True,True,True,844896,5183,2024-12-18
Oujda,Angad,Terrain,Neuf,203,0,0,0,0,False,False,False,False,True,1551832,7644,2024-11-01
Marrakech,Médina,Riad,À rénover,180,1,1,0,32,False,True,False,True,True,972887,5404,2024-11-01
Oujda,Centre Ville,Terrain,À rénover,375,0,0,0,26,False,True,False,False,True,1095360,2920,2024-09-29
Marrakech,Médina,Maison,Neuf,84,5,4,0,0,False,True,False,True,True,910264,10836,2024-09-08
Oujda,Hay El Qods,Appartement,En construction,93,6,2,2,0,False,True,False,False,True,374517,4027,2025-03-04
Casablanca,Ain Diab,Riad,Bon état,343,3,1,0,5,False,True,True,True,True,4821080,14055,2024-12-09
Marrakech,Gueliz,Appartement,Bon état,97,1,1,8,27,True,True,False,False,True,431472,4448,2024-12-25
Meknès,Hamria,Appartement,Neuf,191,5,1,0,0,True,False,False,False,True,1974144,10335,2024-10-17
Fès,Atlas,Appartement,Bon état,79,5,4,4,10,True,True,True,False,False,428736,5427,2025-02-03
Casablanca,Anfa,Riad,Bon état,383,1,1,0,35,False,True,True,True,False,4199153,10963,2025-02-24
Oujda,Hay El Qods,Riad,À rénover,113,2,1,0,15,False,False,True,True,False,284449,2517,2024-09-23
Meknès,Centre Ville,Riad,À rénover,299,3,2,0,15,False,True,True,True,True,1550337,5185,2024-11-16
Tanger,Boukhalef,Maison,Bon état,199,2,2,0,6,True,False,False,True,False,1331655,6691,2025-01-07
Tanger,Malabata,Maison,Neuf,103,1,1,0,0,False,True,False,True,True,1012348,9828,2025-02-28
Tanger,Boukhalef,Appartement,En construction,50,3,1,12,0,True,True,False,False,True,373688,7473,2025-01-10
Fès,Médina,Local commercial,À rénover,303,0,0,0,4,False,False,False,False,False,1638992,5409,2024-11-27
Agadir,Talborjt,Riad,Bon état,183,3,3,0,4,False,False,True,True,True,1114602,6090,2024-10-28
Rabat,Les Orangers,Appartement,À rénover,125,5,1,8,16,True,False,False,False,True,920196,7361,2024-12-22
Oujda,Hay El Qods,Local commercial,En construction,124,0,0,0,0,False,True,False,False,False,618770,4990,2024-11-08
Oujda,Angad,Riad,Neuf,249,3,2,0,0,False,True,True,True,True,2499919,10039,2024-11-16
Marrakech,Amerchich,Maison,Bon état,85,2,1,0,32,False,True,False,True,True,529429,6228,2025-01-09
Tanger,Centre Ville,Riad,Bon état,238,4,2,0,27,False,True,False,True,True,1477497,6207,2025-01-30
Marrakech,Gueliz,Villa,En construction,210,6,2,0,0,True,True,True,True,True,1990801,9480,2024-12-11
Casablanca,Gauthier,Riad,Bon état,240,2,1,0,32,False,True,False,True,True,3263717,13598,2025-01-11
Fès,Route Immouzer,Terrain,Bon état,1246,0,0,0,15,False,True,False,False,True,6503294,5219,2024-12-03
Oujda,Hay Essalam,Local commercial,Neuf,186,0,0,0,0,False,True,False,False,False,1470472,7905,2024-12-02
Agadir,Centre,Villa,En construction,359,6,2,0,0,False,True,True,False,False,3290905,9166,2025-01-27
Rabat,Hay Riad,Riad,En construction,211,2,2,0,0,False,True,True,True,True,3101904,14700,2025-02-24
Marrakech,Palmeraie,Maison,À rénover,256,6,3,0,13,False,False,False,True,True,1544385,6032,2024-12-06
Tanger,Cap Spartel,Villa,Neuf,228,2,2,0,0,False,True,True,True,True,2793925,12254,2024-11-18
Tanger,Cap Spartel,Villa,À rénover,427,6,3,0,24,True,False,True,True,True,3086893,7229,2025-02-13
Tanger,Cap Spartel,Riad,Bon état,325,2,2,0,15,False,True,False,True,True,3004045,9243,2024-09-13
Marrakech,Gueliz,Appartement,En construction,183,1,1,10,0,False,False,True,False,True,1784532,9751,2024-09-10
